row_id,source_state_abbr,state,municipality,health_unit_name,address,phones_raw,cnes,antivenoms_raw,geocode_query,formatted_address,lat,lng,place_id,partial_match,location_type,geocode_status,final_status,repair_applied,repair_source,repair_outcome,review_status,review_reasons
PA_0103,PA,PARÁ,Oeiras do Pará,Hospital de Pequeno Porte,"Travessa Honório Bastos, 1008 - Santa Maria",(91) 3796-1104,6578373,"Botrópico, Laquético, Escorpiônico, Fonêutrico, Loxoscélico","Hospital de Pequeno Porte, Travessa Honório Bastos, 1008 - Santa Maria, Oeiras do Pará, PARÁ, Brasil","R. Honório Bastos, Oeiras do Pará - PA, 68470-000, Brasil",-2.0066349,-49.8615054,EjtSLiBIb27Ds3JpbyBCYXN0b3MsIE9laXJhcyBkbyBQYXLDoSAtIFBBLCA2ODQ3MC0wMDAsIEJyYXppbCIuKiwKFAoSCRknh253UL2SEY9RjGhiv5-UEhQKEgkxHoRGqFq9khFulGifqfEXRA,true,GEOMETRIC_CENTER,OK,publish_ready,true,high_risk_repair_v1,improved_confidently,manual_review_high_risk,geocoded_state_abbr=RS differs from source_state_abbr=PA (standard hospital-type unit)
PA_0104,PA,PARÁ,Oriximiná,Hospital Municipal de Oriximiná,"Rua Barão do Rio Branco, 3288 - Santa Terezinha",(93) 3544-1370,2331969,"Botrópico, Escorpiônico, Fonêutrico, Loxoscélico","Hospital Municipal de Oriximiná, Rua Barão do Rio Branco, 3288 - Santa Terezinha, Oriximiná, PARÁ, Brasil","R. Barão do Rio Branco, 3288 - Santa Terezinha, Oriximiná - PA, 68270-000, Brasil",-1.776669,-55.8619534,ChIJORsEP-I_fZIRj9e4faZd52g,false,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent
PA_0107,PA,PARÁ,Ourilândia do Norte,Hospital Santa Lucia,"Avenida das Nações, 1736 - Centro",(94) 99179-9571,2318865,"Botrópico, Escorpiônico, Fonêutrico, Loxoscélico","Hospital Santa Lucia, Avenida das Nações, 1736 - Centro, Ourilândia do Norte, PARÁ, Brasil","Av. das Nações, 1736 - Centro, Ourilândia do Norte - PA, 68390-000, Brasil",-6.7512504,-51.08101809999999,ChIJO_TgIe6N5pIRWyF3IMGnXec,false,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent
PA_0108,PA,PARÁ,Ourem,Hospital Municipal Luis Carlos de Souza,"Rua Luiz de Moua, 365 - Centro",(91) 3467-1121,2314819,"Botrópico, Escorpiônico, Fonêutrico, Loxoscélico","Hospital Municipal Luis Carlos de Souza, Rua Luiz de Moua, 365 - Centro, Ourem, PARÁ, Brasil","R. Luís de Moura, 365 - Centro, Ourém - PA, 68640-000, Brasil",-1.5472901,-47.1162415,ChIJiQgkBba_r5IRkmfp-L05U1U,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
PA_0110,PA,PARÁ,Palestina do Pará,Hospital Municipal José Homobono Paes Andrade,"Avenida 15, s/n - Cidade Nova",(94) 99212-9716,2312182,"Botrópico, Escorpiônico, Fonêutrico, Loxoscélico","Hospital Municipal José Homobono Paes Andrade, Avenida 15, s/n - Cidade Nova, Palestina do Pará, PARÁ, Brasil","Av. Treze, 220, Palestina do Pará - PA, 68535-000, Brasil",-5.7446465,-48.3183643,ChIJOZurqcjPxJIR7gQ7K7tvIyk,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
PA_0111,PA,PARÁ,Paragominas,UPA Paragominas Solange Maria do Nascimento Melo,"Rua Menestrite, 01 - Uraim",(91) 3729-8058,7117086,"Botrópico, Crotálico, Laquético, Escorpiônico, Fonêutrico, Loxoscélico","UPA Paragominas Solange Maria do Nascimento Melo, Rua Menestrite, 01 - Uraim, Paragominas, PARÁ, Brasil","Av. Manoel Dias Corrêa, s/n - Uraim II, Paragominas - PA, 68626-382, Brasil",-2.9948804,-47.3653714,ChIJVzv-zfhdt5IRYMZS8fYsa30,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
PA_0112,PA,PARÁ,Parauapebas,Hospital Municipal de Parauapebas Manoel Evaldo Benevides Alves,"Rua A, Quadra 07, Lote Especial, s/n - Cidade Nova",(94) 3346-1020,2615746,"Botrópico, Escorpiônico, Fonêutrico, Loxoscélico","Hospital Municipal de Parauapebas Manoel Evaldo Benevides Alves, Rua A, Quadra 07, Lote Especial, s/n - Cidade Nova, Parauapebas, PARÁ, Brasil","R. A, 1262 - Primavera, Parauapebas - PA, 68515-000, Brasil",-6.0629332,-49.9090254,ChIJc_y9hBBR3ZIRolQuzsoM3J8,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
PA_0114,PA,PARÁ,Parauapebas,Hospital Yutaka Takeda,"Avenida Carajás, s/n - Núcleo Urbano de Carajás",(94) 3352-4624,2673886,"Botrópico, Escorpiônico, Fonêutrico, Loxoscélico","Hospital Yutaka Takeda, Avenida Carajás, s/n - Núcleo Urbano de Carajás, Parauapebas, PARÁ, Brasil","R. Juruá, 50, Parauapebas - PA, 68515-000, Brasil",-6.0721587,-50.06652380000001,ChIJWS1-WwD555IRi-N0Dwth81k,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
PA_0116,PA,PARÁ,Placas,Hospital Municipal de Placas,"Travessa Olivio Alves, s/n - Centro",(93) 3534-1127,3654796,"Botrópico, Escorpiônico, Fonêutrico, Loxoscélico","Hospital Municipal de Placas, Travessa Olivio Alves, s/n - Centro, Placas, PARÁ, Brasil","Beco do Pôsto, 2, Placas - PA, 68138-000, Brasil",-3.8679099,-54.2216235,ChIJ2VVg_wNdi5IRKEn2jPQrMfk,false,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent
PA_0119,PA,PARÁ,Ponta de Pedras,Unidade Mista de Ponta de Pedras,"Avenida Raimundo Malato, 85 - Campinho",(91) 3777-1420,2316013,"Botrópico, Escorpiônico, Fonêutrico, Loxoscélico","Unidade Mista de Ponta de Pedras, Avenida Raimundo Malato, 85 - Campinho, Ponta de Pedras, PARÁ, Brasil","Av. Raimundo Malato, 85, Ponta de Pedras - PA, 68830-000, Brasil",-1.3902335,-48.8698891,ChIJda7JoBB4o5IRnzOqOyxLSjU,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
PA_0123,PA,PARÁ,Redenção,Hospital Mun. Drª Irací Machado de Araújo,"Avenida Maria Ribeiro, s/n - Centro",(94) 3424-7317,2316641,"Botrópico, Escorpiônico, Fonêutrico, Loxoscélico","Hospital Mun. Drª Irací Machado de Araújo, Avenida Maria Ribeiro, s/n - Centro, Redenção, PARÁ, Brasil","Av. Maria Ribeiro, 780-898 - Núcleo Urbano, Redenção - PA, 68553-070, Brasil",-8.0282616,-50.0263279,ChIJr9O7KQUI4JIRys7L02Ay4gI,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
PA_0124,PA,PARÁ,Redenção,Hospital Regional Araguaia,"Avenida Brasil, 4244 - Park dos Buritis",(94) 3424-9500,5498465,"Botrópico, Escorpiônico, Fonêutrico, Loxoscélico","Hospital Regional Araguaia, Avenida Brasil, 4244 - Park dos Buritis, Redenção, PARÁ, Brasil","Av. Brasil, Quadra 30 - s/n - Santos Dumont, Redenção - PA, 68550-005, Brasil",-8.0225338,-50.0429077,ChIJS5YMJA4I4JIRxJLwYw04uLE,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
PA_0125,PA,PARÁ,Redenção,Hospital Municipal Dr. Pedro Paulo Barcauí,"Avenida Belo Horizonte, s/n - Capuava II",(94) 3424-0203,2504901,"Botrópico, Escorpiônico, Fonêutrico, Loxoscélico","Hospital Municipal Dr. Pedro Paulo Barcauí, Avenida Belo Horizonte, s/n - Capuava II, Redenção, PARÁ, Brasil","AV BELO HORIZONTE, S/N - CAPUAVA II, Redenção - PA, 68550-090, Brasil",-8.0402322,-49.997896,ChIJVwZe0zf935IRsnhkKY79wrY,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
PA_0126,PA,PARÁ,Redenção,Hospital Particular São Vicente,"Rua Dr. Pedro Paulo Barcauí, 362 - Vila Paulista",(94) 3424-8955,2316661,"Botrópico, Escorpiônico, Fonêutrico, Loxoscélico","Hospital Particular São Vicente, Rua Dr. Pedro Paulo Barcauí, 362 - Vila Paulista, Redenção, PARÁ, Brasil","R. Dr. Pedro Paulo Barcauí, 362 - Vila Paulista, Redenção - PA, 68552-000, Brasil",-8.035984,-50.0353888,ChIJbx0st1X935IRu49HVrPPd1I,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
PA_0127,PA,PARÁ,Redenção,Hospital Santa Monica,"Rua São Félix do Xingu, 744 - Morada da Paz",(94) 99152-0989,3185591,"Botrópico, Escorpiônico, Fonêutrico, Loxoscélico","Hospital Santa Monica, Rua São Félix do Xingu, 744 - Morada da Paz, Redenção, PARÁ, Brasil","R. São Félix do Xingu, 744 - St. Morada da Paz, Redenção - PA, 68550-530, Brasil",-8.0418211,-50.0307176,ChIJpQzBKUX935IRbeLAn0q71mE,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
PA_0129,PA,PARÁ,Rondon do Pará,Hosp. Municipal de Rondon do Pará,"Rua Lauro Sodré, 235 - Centro",(94) 3326-1369,2312131,"Botrópico, Escorpiônico, Fonêutrico, Loxoscélico","Hosp. Municipal de Rondon do Pará, Rua Lauro Sodré, 235 - Centro, Rondon do Pará, PARÁ, Brasil","R. Lauro Sodré, 235 - Centro, Rondon do Pará - PA, 68638-000, Brasil",-4.777572699999999,-48.0758051,ChIJ9w1e3FXVxZIRaxVWA06s1E4,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
PA_0130,PA,PARÁ,Rurópolis,Hospital Municipal de Rurópolis,"Dr. Oswaldo Cruz Entre Av. Pres. Médici Av. Brasil, 80 - Centro",(93) 3543-1688,2331292,"Botrópico, Escorpiônico, Fonêutrico, Loxoscélico","Hospital Municipal de Rurópolis, Dr. Oswaldo Cruz Entre Av. Pres. Médici Av. Brasil, 80 - Centro, Rurópolis, PARÁ, Brasil","Av. Pres. Médici, s/n - Rurópolis, PA, 68165-000, Brasil",-4.0988047,-54.9094182,ChIJfU1cMKzTipIRpT-o0OjH5S8,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
PA_0131,PA,PARÁ,Salinópolis,Hosp. Reg. Dr. Olimpio Cardoso da Silveira,"Avenida Dr. Miguel de Santa Brígida, s/n - Ponta D'Agulha",(91) 3423-1867,2314819,"Botrópico, Escorpiônico, Fonêutrico, Loxoscélico","Hosp. Reg. Dr. Olimpio Cardoso da Silveira, Avenida Dr. Miguel de Santa Brígida, s/n - Ponta D'Agulha, Salinópolis, PARÁ, Brasil","Tv. Nazaré, Sn, Salinópolis - PA, 68721-000, Brasil",-0.6269636,-47.35480219999999,ChIJtcpT9ByZqJIR6Ahq5kgmnUo,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
PA_0132,PA,PARÁ,Salvaterra,Hospital Municipal de Pequeno Porte Dr. Almir Gabriel,"Avenida Nossa Senhora da Conceição, s/n - Centro",(91) 3765-1250,2316064,"Botrópico, Escorpiônico, Fonêutrico, Loxoscélico","Hospital Municipal de Pequeno Porte Dr. Almir Gabriel, Avenida Nossa Senhora da Conceição, s/n - Centro, Salvaterra, PARÁ, Brasil","Tv. N. S. da Conceição, s/n - Centro, Salvaterra - PA, 68860-000, Brasil",-0.7552660999999999,-48.51385639999999,ChIJ1x04frG7ppIRam0QyrkfanQ,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
PA_0134,PA,PARÁ,Santa Izabel do Pará,Hospital Municipal Dr. Edílson Abreu,"Rua João Casa Nova, 2085 - Centro",(91) 3744-1200,9177140,"Botrópico, Escorpiônico, Fonêutrico, Loxoscélico","Hospital Municipal Dr. Edílson Abreu, Rua João Casa Nova, 2085 - Centro, Santa Izabel do Pará, PARÁ, Brasil","R. João Casanova, 2085 - Centro, Santa Izabel do Pará - PA, 68790-000, Brasil",-1.2962148,-48.1641458,ChIJMz2FUllRpJIR2RJ49UjL5X0,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
PA_0135,PA,PARÁ,Sapucaia,Hospital Municipal de Sapucaia,"Avenida Jacarandá, 123 - Novo Horionte",(94) 99128-2049,3001083,"Botrópico, Escorpiônico, Fonêutrico, Loxoscélico","Hospital Municipal de Sapucaia, Avenida Jacarandá, 123 - Novo Horionte, Sapucaia, PARÁ, Brasil","R. Jacarandá, 130, Sapucaia - PA, 68548-000, Brasil",-6.9388625,-49.7002997,ChIJeaSNk3rn3ZIRCtqD8z7QJuY,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
PA_0141,PA,PARÁ,Santarém,Unidade De Pronto Atendimento Upa 24 horas,"Av. Curua-Una, S/N - São José Operário",,7530005,"Botrópico, Crotálico, Laquético, Elapidico, Escorpiônico, Fonêutrico, Loxoscélico","Unidade De Pronto Atendimento Upa 24 horas, Av. Curua-Una, S/N - São José Operário, Santarém, PARÁ, Brasil","Av. Curua-Una, S/N - São José Operário, Santarém - PA, 68020-650, Brasil",-2.4476478,-54.7022087,ChIJAyrzaF75iJIR87xIv1aeBwo,false,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent
PA_0142,PA,PARÁ,Santarém,Hospital Municipal de Santarém,"Avenida Presidente Vargas, 1538 - Santa Clara",(93) 3523-2155,233905,"Botrópico, Escorpiônico, Fonêutrico, Loxoscélico","Hospital Municipal de Santarém, Avenida Presidente Vargas, 1538 - Santa Clara, Santarém, PARÁ, Brasil","Av. Pres. Vargas, 1539 - Santa Clara, Santarém - PA, 68005-110, Brasil",-2.4251475,-54.7144829,ChIJ5aoSyGL5iJIRjK12m_VfTFw,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
PA_0143,PA,PARÁ,Santo Antônio do Tauá,Hospital e Maternidade Santo Antônio,"Rua Francisco Rodrigues, 468 - Moraizao",(91) 3775-1794,2314436,"Botrópico, Escorpiônico, Fonêutrico, Loxoscélico","Hospital e Maternidade Santo Antônio, Rua Francisco Rodrigues, 468 - Moraizao, Santo Antônio do Tauá, PARÁ, Brasil","R. Francisco Rodrigues, 468 - Santo Antônio do Tauá, PA, 68786-000, Brasil",-1.1536957,-48.1339564,ChIJWwkL7EVKpJIRiv1lB4gHz3k,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
PA_0144,PA,PARÁ,São Caetano de Odivelas,Unidade Mista de São Caetano de Odivelas,"Travessa Fernando Guilhon, s/n - Pepeua",,3542017,"Botrópico, Escorpiônico, Fonêutrico, Loxoscélico","Unidade Mista de São Caetano de Odivelas, Travessa Fernando Guilhon, s/n - Pepeua, São Caetano de Odivelas, PARÁ, Brasil","Tv. Maciel Ferreira, 80 - São Caetano de Odivelas, PA, 68775-000, Brasil",-0.7505179000000001,-48.0246606,ChIJoX75XwBjppIRfMOuLLP8Vd4,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
PA_0145,PA,PARÁ,São Domingos do Araguaia,Hospital Municipal de São Domingos do Araguaia,"Rua Jerusalém, s/n - Novo São Domingo",(94) 3332-1060,2312298,"Botrópico, Escorpiônico, Fonêutrico, Loxoscélico","Hospital Municipal de São Domingos do Araguaia, Rua Jerusalém, s/n - Novo São Domingo, São Domingos do Araguaia, PARÁ, Brasil","R. Nova Jerusalem, 292-364, São Domingos do Araguaia - PA, 68520-000, Brasil",-5.5461949,-48.7323509,ChIJW-xKuPFhw5IRvwhiTYTK8K4,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
PA_0146,PA,PARÁ,São Felix do Xingu,Hospital Municipal Orzeu Jonas Guida,"Avenida Antonio Marques Ribeiro, 1900 - Centro",(94) 98148-9121,2694891,"Botrópico, Escorpiônico, Fonêutrico, Loxoscélico","Hospital Municipal Orzeu Jonas Guida, Avenida Antonio Marques Ribeiro, 1900 - Centro, São Felix do Xingu, PARÁ, Brasil","Av. Antônio Marquês Ribeiro, 1900 - CENTRO, São Félix do Xingu - PA, 68380-000, Brasil",-6.641506,-51.97224730000001,ChIJyygHPM6r5ZIREXNPHmR_qCc,false,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent
PA_0148,PA,PARÁ,São Felix do Xingu,Hospital São Lucas,"Rua dos Esportes, 01 - Distrito Taboca",,6446132,"Botrópico, Escorpiônico, Fonêutrico, Loxoscélico","Hospital São Lucas, Rua dos Esportes, 01 - Distrito Taboca, São Felix do Xingu, PARÁ, Brasil","R. do Esporte, 1 - Taboca, São Félix do Xingu - PA, 68380-000, Brasil",-6.1013011,-52.2454697,ChIJA0s3vjKJ75IRVLh4FIzRJis,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
PA_0149,PA,PARÁ,São Felix do Xingu,UPA 24h Xingu,"Avenida Rio Xingu, s/n - Centro",(94) 98144-3778,9251170,"Botrópico, Escorpiônico, Fonêutrico, Loxoscélico","UPA 24h Xingu, Avenida Rio Xingu, s/n - Centro, São Felix do Xingu, PARÁ, Brasil","Av. Rio Xingu, 1 - São Félix do Xingu, PA, 68380-000, Brasil",-6.640483,-51.9906354,ChIJ76sHdCWq5ZIRHlcj19dbCsM,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
PA_0150,PA,PARÁ,São Domingos do Capim,Hosp. Municipal São Domingos do Capim,"Rua Antonio Correia de Melo, 56 - Centro",(91) 98292-3779,2317958,"Botrópico, Escorpiônico, Fonêutrico, Loxoscélico","Hosp. Municipal São Domingos do Capim, Rua Antonio Correia de Melo, 56 - Centro, São Domingos do Capim, PARÁ, Brasil","R. Antônio Correa de Melo, 56, São Domingos do Capim - PA, 68635-000, Brasil",-1.677166,-47.7705586,ChIJ5_5Jo304pZIRzIz9wHs04AA,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
PA_0151,PA,PARÁ,São Geraldo do Araguaia,Hospital Municipal de São Geraldo do Araguaia,"Avenida Mogno, 642 - Centro",(94) 98120-7673,2333430,"Botrópico, Escorpiônico, Fonêutrico, Loxoscélico","Hospital Municipal de São Geraldo do Araguaia, Avenida Mogno, 642 - Centro, São Geraldo do Araguaia, PARÁ, Brasil","Av. Mogno, 642 - CENTRO, São Geraldo do Araguaia - PA, 68570-000, Brasil",-6.395715,-48.5680933,ChIJWWNyg7eC25IRW_Zd38RSww8,false,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent
PA_0152,PA,PARÁ,São João da Ponta,Centro de Saúde Especial de São João da Ponta,"Travessa 27 de Setembro, s/n - Centro",(91) 98461-0546,2312026,"Botrópico, Escorpiônico, Fonêutrico, Loxoscélico","Centro de Saúde Especial de São João da Ponta, Travessa 27 de Setembro, s/n - Centro, São João da Ponta, PARÁ, Brasil","Av. 27 de Dezembro, 421, São João da Ponta - PA, 68774-000, Brasil",-0.8535828000000001,-47.9231642,ChIJucZki-F5ppIRHH8SPIeg9aY,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
PA_0153,PA,PARÁ,São João de Pirabas,HOSPITAL MUNICIPAL BOSCO MOISÉS,"AVENIDA SÃO PEDRO,S/N-COLINA",(91) 985086257,2676125,"Botrópico, Escorpiônico, Fonêutrico, Loxoscélico","HOSPITAL MUNICIPAL BOSCO MOISÉS, AVENIDA SÃO PEDRO,S/N-COLINA, São João de Pirabas, PARÁ, Brasil","Av. São Pedro, 950 - São João de Pirabas, PA, 68719-000, Brasil",-0.7752754,-47.1780699,ChIJ2cfBYaC5qJIRYDnxWTdELvU,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
PA_0155,PA,PARÁ,São Miguel do Guamá,Hospital Municipal de São Miguel do Guamá,"Avenida Américo Lopes, 262 - São Manoel",(91) 3446-2876,2676192,"Botrópico, Escorpiônico, Fonêutrico, Loxoscélico","Hospital Municipal de São Miguel do Guamá, Avenida Américo Lopes, 262 - São Manoel, São Miguel do Guamá, PARÁ, Brasil","Tv. Américo Lopes, 262 - São Manoel, São Miguel do Guamá - PA, 68660-000, Brasil",-1.6142426,-47.481566,ChIJP73yJQRfpZIRSrlbpNH5Av0,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
PA_0161,PA,PARÁ,Tomé-Açu,Hospital Municipal de Tomé-Açu,"Avenida Dionísio Bentes PA-140, s/n - Centro",(91) 3734-1234,2360411,"Botrópico, Escorpiônico, Fonêutrico, Loxoscélico","Hospital Municipal de Tomé-Açu, Avenida Dionísio Bentes PA-140, s/n - Centro, Tomé-Açu, PARÁ, Brasil","R. Oito Ou do Hospital, 101-163 - Tucano 2 - Quatro Bocas, Tomé-Açu - PA, 68682-000, Brasil",-2.4218182,-48.2581745,ChIJf-3VRkelu5IRijpqkLaie84,false,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent
PA_0162,PA,PARÁ,Trairão,Hospital Municipal de Trairão,"Travessa Dr. Carlos Furtado, 145 - Industrial",(93) 3559-1587,2620006,"Botrópico, Escorpiônico, Fonêutrico, Loxoscélico","Hospital Municipal de Trairão, Travessa Dr. Carlos Furtado, 145 - Industrial, Trairão, PARÁ, Brasil","Av. João Paulo II, s/n - Industrial, Trairão - PA, 68198-000, Brasil",-4.7064442,-55.991263,ChIJ18sLrFymX5IR_jF_i0SFWfQ,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
PA_0164,PA,PARÁ,Tucumã,Hospital Municipal Maternidade N. S. de Nazaré,"Avenida Brasil, 1374 - Centro",(94) 3433-1270,2318180,"Botrópico, Escorpiônico, Fonêutrico, Loxoscélico","Hospital Municipal Maternidade N. S. de Nazaré, Avenida Brasil, 1374 - Centro, Tucumã, PARÁ, Brasil","Av. Brasil, 1374, Tucumã - PA, 68385-000, Brasil",-6.761159999999999,-51.16978599999999,ChIJGYmlR_uP5pIRigrriYwwXw0,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
PA_0165,PA,PARÁ,Tucumã,Hospital e Maternidade Santo Agostinho,"Rua Cedrarana, 32 - Monte Castelo",(94) 3433-1344,2318172,"Botrópico, Escorpiônico, Fonêutrico, Loxoscélico","Hospital e Maternidade Santo Agostinho, Rua Cedrarana, 32 - Monte Castelo, Tucumã, PARÁ, Brasil","R. Cedroarana, 32 - Centro, Tucumã - PA, 68385-000, Brasil",-6.749712,-51.1581943,ChIJK-qOpcj1n5IR0v4jkSmH-E0,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
PA_0170,PA,PARÁ,Vitoria do Xingu,Hospital Municipal de Vitoria do Xingu,"Avenida Manoel Felix de Farias, s/n - Centro",,2616181,"Botrópico, Escorpiônico, Fonêutrico, Loxoscélico","Hospital Municipal de Vitoria do Xingu, Avenida Manoel Felix de Farias, s/n - Centro, Vitoria do Xingu, PARÁ, Brasil","R. Raimundo Moreira da Silva, 1-85, Vitória do Xingu - PA, 68383-000, Brasil",-2.8906469,-52.0127932,ChIJOeWlWFJ_kZIRMh9FvNtky_s,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
PB_0001,PB,PARAÍBA,João Pessoa,Hospital Universitário Lauro Wanderley,"R. Tabeliao Estanislau Eloy, 585 - Castelo Branco",(83) 3206-0600,2400243,"Botrópico, Crotálico, Elapídico, Escorpiônico e Aracnídico","Hospital Universitário Lauro Wanderley, R. Tabeliao Estanislau Eloy, 585 - Castelo Branco, João Pessoa, PARAÍBA, Brasil","R. Tabeliao Estanislau Eloy, 585 - Castelo Branco, João Pessoa - PB, 58050-585, Brasil",-7.135974099999999,-34.8399822,ChIJu28rCrjCrAcR3vREvVNd-lI,false,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent
PB_0002,PB,PARAÍBA,Guarabira,Hospital Regional de Guarabira,"R João Pimentel Filho, S/N, Juá, Guarabiral",(83) 3271-4933,2603802,"Botrópico, Crotálico, Elapídico, Escorpiônico e Aracnídico","Hospital Regional de Guarabira, R João Pimentel Filho, S/N, Juá, Guarabiral, Guarabira, PARAÍBA, Brasil","R. João Pímentel Filho, S/n - Juá, Guarabira - PB, 58200-000, Brasil",-6.8493156,-35.4889269,ChIJxXP9q6i2rQcRFKy-mFKBC6o,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
PB_0003,PB,PARAÍBA,Campina Grande,Hospital Regional de Emergência e Trauma Dom Luiz Gonzaga,"R. Av. Mal. Floriano Peixoto, 1045, Malvinas. - CEP 58432-809",(83) 3310-5850,2362856,"Botrópico, Crotálico, Elapídico, Escorpiônico e Aracnídico","Hospital Regional de Emergência e Trauma Dom Luiz Gonzaga, R. Av. Mal. Floriano Peixoto, 1045, Malvinas. - CEP 58432-809, Campina Grande, PARAÍBA, Brasil","Av. Mal. Floriano Peixoto, 1045 - r - Malvinas, Campina Grande - PB, 58428-130, Brasil",-7.239910399999999,-35.9313873,ElZBdi4gTWFsLiBGbG9yaWFubyBQZWl4b3RvLCAxMDQ1IC0gciAtIE1hbHZpbmFzLCBDYW1waW5hIEdyYW5kZSAtIFBCLCA1ODQyOC0xMzAsIEJyYXppbCIdGhsKFgoUChIJifSr3PGhrgcR35EH5XqSgw8SAXI,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
PB_0004,PB,PARAÍBA,Picuí,Hospital Regional de Picuí DR. Felipe Thiago Gomes,"R. Francisco Pereira Gomes, 15, Monte Santo. CEP 58187-000",(83) 3371-2554,2757710,"Botrópico, Crotálico, Elapídico, Escorpiônico e Aracnídico","Hospital Regional de Picuí DR. Felipe Thiago Gomes, R. Francisco Pereira Gomes, 15, Monte Santo. CEP 58187-000, Picuí, PARAÍBA, Brasil","R. Francisco Pereira Gomes, 15, Picuí - PB, 58187-000, Brasil",-6.510826199999999,-36.351305,ChIJz_iyq0w5rgcRraBKuCeByxA,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
